_;wappen_URL;Club;League;League_URL;League1;Value_Nov_1_2010_URL;Value_Nov_1_2010;Current_value_URL;Current_value;_1
,5;https://www.transfermarkt.com/fc-watford/startseite/verein/1010/saison_id/2023;Watford FC;Championship;;;https://www.transfermarkt.com/fc-watford/kader/verein/1010/saison_id/2012;€23.43m;https://www.transfermarkt.com/watford-fc/kader/verein/1010/saison_id/2023;€69.20m;195.4 %
,6;https://www.transfermarkt.com/fc-middlesbrough/startseite/verein/641/saison_id/2023;Middlesbrough FC;Championship;;;https://www.transfermarkt.com/fc-middlesbrough/kader/verein/641/saison_id/2012;€31.65m;https://www.transfermarkt.com/middlesbrough-fc/kader/verein/641/saison_id/2023;€59.15m;86.9 %
,7;https://www.transfermarkt.com/hull-city/startseite/verein/3008/saison_id/2023;Hull City;Championship;;;https://www.transfermarkt.com/hull-city/kader/verein/3008/saison_id/2012;€26.80m;https://www.transfermarkt.com/hull-city/kader/verein/3008/saison_id/2023;€58.75m;119.2 %
,8;https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2023;Sunderland AFC;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/afc-sunderland/kader/verein/289/saison_id/2012;€107.00m;https://www.transfermarkt.com/sunderland-afc/kader/verein/289/saison_id/2023;€57.35m;-46.4 %
,9;https://www.transfermarkt.com/west-bromwich-albion/startseite/verein/984/saison_id/2023;West Bromwich Albion;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/west-bromwich-albion/kader/verein/984/saison_id/2012;€84.00m;https://www.transfermarkt.com/west-bromwich-albion/kader/verein/984/saison_id/2023;€56.80m;-32.4 %
,10;https://www.transfermarkt.com/blackburn-rovers/startseite/verein/164/saison_id/2023;Blackburn Rovers;Championship;;;https://www.transfermarkt.com/blackburn-rovers/kader/verein/164/saison_id/2012;€51.05m;https://www.transfermarkt.com/blackburn-rovers/kader/verein/164/saison_id/2023;€56.70m;11.1 %
,11;https://www.transfermarkt.com/swansea-city/startseite/verein/2288/saison_id/2023;Swansea City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/swansea-city/kader/verein/2288/saison_id/2012;€72.00m;https://www.transfermarkt.com/swansea-city/kader/verein/2288/saison_id/2023;€55.50m;-22.9 %
,12;https://www.transfermarkt.com/bristol-city/startseite/verein/698/saison_id/2023;Bristol City;Championship;;;https://www.transfermarkt.com/bristol-city/kader/verein/698/saison_id/2012;€16.05m;https://www.transfermarkt.com/bristol-city/kader/verein/698/saison_id/2023;€52.25m;225.5 %
,13;https://www.transfermarkt.com/cardiff-city/startseite/verein/603/saison_id/2023;Cardiff City;Championship;;;https://www.transfermarkt.com/cardiff-city/kader/verein/603/saison_id/2012;€30.70m;https://www.transfermarkt.com/cardiff-city/kader/verein/603/saison_id/2023;€48.10m;56.7 %
,14;https://www.transfermarkt.com/birmingham-city/startseite/verein/337/saison_id/2023;Birmingham City;Championship;;;https://www.transfermarkt.com/birmingham-city/kader/verein/337/saison_id/2012;€26.25m;https://www.transfermarkt.com/birmingham-city/kader/verein/337/saison_id/2023;€42.00m;60.0 %
,15;https://www.transfermarkt.com/preston-north-end/startseite/verein/466/saison_id/2023;Preston North End;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB3;League One;https://www.transfermarkt.com/preston-north-end/kader/verein/466/saison_id/2012;€4.60m;https://www.transfermarkt.com/preston-north-end/kader/verein/466/saison_id/2023;€41.25m;796.7 %
,16;https://www.transfermarkt.com/stoke-city/startseite/verein/512/saison_id/2023;Stoke City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/stoke-city/kader/verein/512/saison_id/2012;€95.10m;https://www.transfermarkt.com/stoke-city/kader/verein/512/saison_id/2023;€40.80m;-57.1 %
,17;https://www.transfermarkt.com/fc-millwall/startseite/verein/1028/saison_id/2023;Millwall FC;Championship;;;https://www.transfermarkt.com/fc-millwall/kader/verein/1028/saison_id/2012;€13.35m;https://www.transfermarkt.com/millwall-fc/kader/verein/1028/saison_id/2023;€35.55m;166.3 %
,18;https://www.transfermarkt.com/coventry-city/startseite/verein/990/saison_id/2023;Coventry City;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB3;League One;https://www.transfermarkt.com/coventry-city/kader/verein/990/saison_id/2012;€9.75m;https://www.transfermarkt.com/coventry-city/kader/verein/990/saison_id/2023;€34.50m;253.8 %
,19;https://www.transfermarkt.com/queens-park-rangers/startseite/verein/1039/saison_id/2023;Queens Park Rangers;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/queens-park-rangers/kader/verein/1039/saison_id/2012;€116.50m;https://www.transfermarkt.com/queens-park-rangers/kader/verein/1039/saison_id/2023;€34.30m;-70.6 %
,20;https://www.transfermarkt.com/huddersfield-town/startseite/verein/1110/saison_id/2023;Huddersfield Town;Championship;;;https://www.transfermarkt.com/huddersfield-town/kader/verein/1110/saison_id/2012;€13.33m;https://www.transfermarkt.com/huddersfield-town/kader/verein/1110/saison_id/2023;€25.33m;90.1 %
,21;https://www.transfermarkt.com/ipswich-town/startseite/verein/677/saison_id/2023;Ipswich Town;Championship;;;https://www.transfermarkt.com/ipswich-town/kader/verein/677/saison_id/2012;€14.20m;https://www.transfermarkt.com/ipswich-town/kader/verein/677/saison_id/2023;€19.18m;35.0 %
,22;https://www.transfermarkt.com/rotherham-united/startseite/verein/1194/saison_id/2023;Rotherham United;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB4;League Two;https://www.transfermarkt.com/rotherham-united/kader/verein/1194/saison_id/2012;€5.48m;https://www.transfermarkt.com/rotherham-united/kader/verein/1194/saison_id/2023;€16.25m;196.8 %
,23;https://www.transfermarkt.com/plymouth-argyle/startseite/verein/2262/saison_id/2023;Plymouth Argyle;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB4;League Two;https://www.transfermarkt.com/plymouth-argyle/kader/verein/2262/saison_id/2012;€3.00m;https://www.transfermarkt.com/plymouth-argyle/kader/verein/2262/saison_id/2023;€12.98m;332.5 %
,24;https://www.transfermarkt.com/sheffield-wednesday/startseite/verein/1035/saison_id/2023;Sheffield Wednesday;Championship;;;https://www.transfermarkt.com/sheffield-wednesday/kader/verein/1035/saison_id/2012;€16.63m;https://www.transfermarkt.com/sheffield-wednesday/kader/verein/1035/saison_id/2023;€9.85m;-40.8 %
,1;https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2023;Southampton FC;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/fc-southampton/kader/verein/180/saison_id/2013;€108.50m;https://www.transfermarkt.com/southampton-fc/kader/verein/180/saison_id/2023;€380.70m;250.9 %
,2;https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2023;Leicester City;Championship;;;https://www.transfermarkt.com/leicester-city/kader/verein/1003/saison_id/2013;€29.40m;https://www.transfermarkt.com/leicester-city/kader/verein/1003/saison_id/2023;€286.50m;874.5 %
,3;https://www.transfermarkt.com/leeds-united/startseite/verein/399/saison_id/2023;Leeds United;Championship;;;https://www.transfermarkt.com/leeds-united/kader/verein/399/saison_id/2013;€21.00m;https://www.transfermarkt.com/leeds-united/kader/verein/399/saison_id/2023;€246.40m;1073.3 %
,4;https://www.transfermarkt.com/norwich-city/startseite/verein/1123/saison_id/2023;Norwich City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/norwich-city/kader/verein/1123/saison_id/2013;€86.05m;https://www.transfermarkt.com/norwich-city/kader/verein/1123/saison_id/2023;€98.30m;14.2 %
,5;https://www.transfermarkt.com/fc-watford/startseite/verein/1010/saison_id/2023;Watford FC;Championship;;;https://www.transfermarkt.com/fc-watford/kader/verein/1010/saison_id/2013;€27.20m;https://www.transfermarkt.com/watford-fc/kader/verein/1010/saison_id/2023;€69.20m;154.4 %
,6;https://www.transfermarkt.com/fc-middlesbrough/startseite/verein/641/saison_id/2023;Middlesbrough FC;Championship;;;https://www.transfermarkt.com/fc-middlesbrough/kader/verein/641/saison_id/2013;€22.65m;https://www.transfermarkt.com/middlesbrough-fc/kader/verein/641/saison_id/2023;€59.15m;161.1 %
,7;https://www.transfermarkt.com/hull-city/startseite/verein/3008/saison_id/2023;Hull City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/hull-city/kader/verein/3008/saison_id/2013;€54.50m;https://www.transfermarkt.com/hull-city/kader/verein/3008/saison_id/2023;€58.75m;7.8 %
,8;https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2023;Sunderland AFC;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/afc-sunderland/kader/verein/289/saison_id/2013;€109.10m;https://www.transfermarkt.com/sunderland-afc/kader/verein/289/saison_id/2023;€57.35m;-47.4 %
,9;https://www.transfermarkt.com/west-bromwich-albion/startseite/verein/984/saison_id/2023;West Bromwich Albion;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/west-bromwich-albion/kader/verein/984/saison_id/2013;€81.25m;https://www.transfermarkt.com/west-bromwich-albion/kader/verein/984/saison_id/2023;€56.80m;-30.1 %
,10;https://www.transfermarkt.com/blackburn-rovers/startseite/verein/164/saison_id/2023;Blackburn Rovers;Championship;;;https://www.transfermarkt.com/blackburn-rovers/kader/verein/164/saison_id/2013;€43.45m;https://www.transfermarkt.com/blackburn-rovers/kader/verein/164/saison_id/2023;€56.70m;30.5 %
,11;https://www.transfermarkt.com/swansea-city/startseite/verein/2288/saison_id/2023;Swansea City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/swansea-city/kader/verein/2288/saison_id/2013;€110.25m;https://www.transfermarkt.com/swansea-city/kader/verein/2288/saison_id/2023;€55.50m;-49.7 %
,12;https://www.transfermarkt.com/bristol-city/startseite/verein/698/saison_id/2023;Bristol City;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB3;League One;https://www.transfermarkt.com/bristol-city/kader/verein/698/saison_id/2013;€10.70m;https://www.transfermarkt.com/bristol-city/kader/verein/698/saison_id/2023;€52.25m;388.3 %
,13;https://www.transfermarkt.com/cardiff-city/startseite/verein/603/saison_id/2023;Cardiff City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/cardiff-city/kader/verein/603/saison_id/2013;€65.68m;https://www.transfermarkt.com/cardiff-city/kader/verein/603/saison_id/2023;€48.10m;-26.8 %
,14;https://www.transfermarkt.com/birmingham-city/startseite/verein/337/saison_id/2023;Birmingham City;Championship;;;https://www.transfermarkt.com/birmingham-city/kader/verein/337/saison_id/2013;€14.20m;https://www.transfermarkt.com/birmingham-city/kader/verein/337/saison_id/2023;€42.00m;195.8 %
,15;https://www.transfermarkt.com/preston-north-end/startseite/verein/466/saison_id/2023;Preston North End;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB3;League One;https://www.transfermarkt.com/preston-north-end/kader/verein/466/saison_id/2013;€5.55m;https://www.transfermarkt.com/preston-north-end/kader/verein/466/saison_id/2023;€41.25m;643.2 %
,16;https://www.transfermarkt.com/stoke-city/startseite/verein/512/saison_id/2023;Stoke City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/stoke-city/kader/verein/512/saison_id/2013;€98.80m;https://www.transfermarkt.com/stoke-city/kader/verein/512/saison_id/2023;€40.80m;-58.7 %
,17;https://www.transfermarkt.com/fc-millwall/startseite/verein/1028/saison_id/2023;Millwall FC;Championship;;;https://www.transfermarkt.com/fc-millwall/kader/verein/1028/saison_id/2013;€16.95m;https://www.transfermarkt.com/millwall-fc/kader/verein/1028/saison_id/2023;€35.55m;109.7 %
,18;https://www.transfermarkt.com/coventry-city/startseite/verein/990/saison_id/2023;Coventry City;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB3;League One;https://www.transfermarkt.com/coventry-city/kader/verein/990/saison_id/2013;€5.70m;https://www.transfermarkt.com/coventry-city/kader/verein/990/saison_id/2023;€34.50m;505.3 %
,19;https://www.transfermarkt.com/queens-park-rangers/startseite/verein/1039/saison_id/2023;Queens Park Rangers;Championship;;;https://www.transfermarkt.com/queens-park-rangers/kader/verein/1039/saison_id/2013;€51.80m;https://www.transfermarkt.com/queens-park-rangers/kader/verein/1039/saison_id/2023;€34.30m;-33.8 %
,20;https://www.transfermarkt.com/huddersfield-town/startseite/verein/1110/saison_id/2023;Huddersfield Town;Championship;;;https://www.transfermarkt.com/huddersfield-town/kader/verein/1110/saison_id/2013;€14.25m;https://www.transfermarkt.com/huddersfield-town/kader/verein/1110/saison_id/2023;€25.33m;77.7 %
,21;https://www.transfermarkt.com/ipswich-town/startseite/verein/677/saison_id/2023;Ipswich Town;Championship;;;https://www.transfermarkt.com/ipswich-town/kader/verein/677/saison_id/2013;€12.43m;https://www.transfermarkt.com/ipswich-town/kader/verein/677/saison_id/2023;€19.18m;54.3 %
,22;https://www.transfermarkt.com/rotherham-united/startseite/verein/1194/saison_id/2023;Rotherham United;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB3;League One;https://www.transfermarkt.com/rotherham-united/kader/verein/1194/saison_id/2013;€6.58m;https://www.transfermarkt.com/rotherham-united/kader/verein/1194/saison_id/2023;€16.25m;147.1 %
,23;https://www.transfermarkt.com/plymouth-argyle/startseite/verein/2262/saison_id/2023;Plymouth Argyle;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB4;League Two;https://www.transfermarkt.com/plymouth-argyle/kader/verein/2262/saison_id/2013;€3.23m;https://www.transfermarkt.com/plymouth-argyle/kader/verein/2262/saison_id/2023;€12.98m;302.3 %
,24;https://www.transfermarkt.com/sheffield-wednesday/startseite/verein/1035/saison_id/2023;Sheffield Wednesday;Championship;;;https://www.transfermarkt.com/sheffield-wednesday/kader/verein/1035/saison_id/2013;€11.75m;https://www.transfermarkt.com/sheffield-wednesday/kader/verein/1035/saison_id/2023;€9.85m;-16.2 %
,1;https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2023;Southampton FC;;;;https://www.transfermarkt.com/fc-southampton/kader/verein/180/saison_id/2014;€210.25m;https://www.transfermarkt.com/southampton-fc/kader/verein/180/saison_id/2023;€380.70m;-
,2;https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2023;Leicester City;;;;https://www.transfermarkt.com/leicester-city/kader/verein/1003/saison_id/2014;€66.70m;https://www.transfermarkt.com/leicester-city/kader/verein/1003/saison_id/2023;€286.50m;-
,3;https://www.transfermarkt.com/leeds-united/startseite/verein/399/saison_id/2023;Leeds United;;;;https://www.transfermarkt.com/leeds-united/kader/verein/399/saison_id/2014;€29.68m;https://www.transfermarkt.com/leeds-united/kader/verein/399/saison_id/2023;€246.40m;-
,4;https://www.transfermarkt.com/norwich-city/startseite/verein/1123/saison_id/2023;Norwich City;;;;https://www.transfermarkt.com/norwich-city/kader/verein/1123/saison_id/2014;€76.60m;https://www.transfermarkt.com/norwich-city/kader/verein/1123/saison_id/2023;€98.30m;-
,5;https://www.transfermarkt.com/fc-watford/startseite/verein/1010/saison_id/2023;Watford FC;;;;https://www.transfermarkt.com/fc-watford/kader/verein/1010/saison_id/2014;-;https://www.transfermarkt.com/watford-fc/kader/verein/1010/saison_id/2023;€69.20m;-
